"product_name","brands","stores","nutriscore_grade","nutrition_score_fr","energy_kcal","fat_100g","saturated_fat_100g","sugars_100g","salt_100g","fiber_100g","proteins_100g","labels","origins","categories","url","code"
"Tartine croustillante Authentique","Barilla, Wasa","Leclerc,Magasins U,carrefour.fr,Intermarché","a","","336.0","1.5","0.4","1.0","1.0","19.0","9.0","Bio,Point Vert,Triman, Végétarien","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Pains,Pains croustillants,Pains croustillants complets, Snacks salés, Amuse-gueules, Chips et frites, Chips","https://world.openfoodfacts.org/product/7300400481595/original-crispy-rye-bread-barilla","7300400481595"
"Excellence Noir Intense 70% Cacao","Lindt","Magasins U,Carrefour,carrefour.fr,Carrefour Market,E.leclerc,Carrefour City,Intermarché","e","","566.0","41.0","24.0","30.0","0.1","","9.5","Sans conservateurs,Fabriqué en France,Triman,Lindt & Sprüngli Cacao Farming Program","","Produits fermentés,Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette,Chocolat noir en tablette extra dégustation à 70% de cacao minimum","https://world.openfoodfacts.org/product/3046920022651/excellence-noir-intense-70-cacao-lindt","3046920022651"
"Familia 200g","","Marjane","c","","532.0","60.0","21.0","0.0","0.0","5.0","0.2","Pure butter","","Aliments et boissons à base de végétaux, Produits laitiers, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Matières grasses à tartiner, Matières grasses végétales, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Margarines, Beurres","https://world.openfoodfacts.org/product/6111037000599/familia-200g","6111037000599"
"Star vinaigre de table BLANC","Star","","not-applicable","","1.0","0.0","0.0","0.15","0.0","","0.0","","","Condiments,Vinaigres,Vinaigres blancs","https://world.openfoodfacts.org/product/6111184001661/star-vinaigre-de-table-blanc","6111184001661"
"","Gervais","","c","","137.0","7.0","4.8","7.2","0.5","","7.0","No gluten","","Dairies,Fermented foods,Fermented milk products,Cheeses,Desserts,Dairy desserts,Fermented dairy desserts,Fromages blancs - petit suisses and skyr,Plain fermented dairy desserts,Fresh cheeses,fr:Fromages blancs,fr:Fromages blancs natures","https://world.openfoodfacts.org/product/6111032008583/gervais","6111032008583"
"Nocciolata","Rigoni Di Asiago","E. Leclerc","e","","544.0","32.0","5.7","51.0","0.12","3.6","8.1","Sans gluten,Bio,Bio européen,Kascher,Agriculture non UE,Agriculture UE,Agriculture UE/Non UE,IT-BIO-007,Sans huile de palme,AB Agriculture Biologique,Triman","Union Européenne et Non Union Européenne","Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes,Pâtes à tartiner au chocolat,Pâtes à tartiner aux noisettes et au cacao","https://world.openfoodfacts.org/product/8052575090230/nocciolata-rigoni-di-asiago","8052575090230"
"Pâte à tartiner noisettes et cacao","Bonne Maman","carrefour.fr","e","","551.0","34.0","5.2","51.0","0.1","3.3","6.7","No palm oil, fr:triman","","Breakfasts,Spreads,Sweet spreads,fr:Pâtes à tartiner,Hazelnut spreads,Chocolate spreads,Cocoa and hazelnuts spreads","https://world.openfoodfacts.org/product/3608580065340/pate-a-tartiner-noisettes-et-cacao-bonne-maman","3608580065340"
"Weetabix","Weetabix","Sainsbury’s,Waitrose,Tesco,Morrisons","a","","358.0","2.11","0.526","4.21","0.257","10.0","11.8","Low or no fat,Low or no salt,Low or no sugar,Low fat,Low salt,Low sugar,Vegetarian,Vegan,Verified","United Kingdom","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","https://world.openfoodfacts.org/product/5010029000016/weetabix","5010029000016"
"Lightly Sea Salted","Tyrrell's","Carrefour,Magasins U,Sainsbury's,carrefour.fr,Plus,Albert Heijn,Asda,El Corte Inglés","c","","476.0","27.0","2.4","0.64","0.825","5.5","6.2","Sans gluten,Végétarien,Sans arômes artificiels,Végétalien,Assured Food Standards,Point Vert,Sans colorants artificiels,Sans exhausteur de goût,Sans glutamate,Triman,en:Made-in-england,en:Terracycle","Royaume-Uni","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Snacks,Céréales et pommes de terre,Snacks salés,Amuse-gueules,Chips et frites,Chips,Chips de pommes de terre,Chips de pommes de terre à l'huile de tournesol,Chips de pommes de terre classiques","https://world.openfoodfacts.org/product/5060042641000/lightly-sea-salted-tyrrell-s","5060042641000"
"Dark chocolate","Green & Black's","Tesco","d","","607.0","50.0","30.0","14.0","0.13","13.0","10.0","Commerce équitable,Bio,Végétarien,Bio européen,Fairtrade International,Agriculture non UE,Végétalien,FR-BIO-01,en:FSC,FSC Mix,Point Vert,Max Havelaar,PL-EKO-07,en:Soil Association Organic,The Vegan Society","en:Madagarcar vanilla","Snacks,Snacks sucrés,Cacao et dérivés,Confiseries,Confiseries chocolatées,Chocolats,Chocolats noirs","https://world.openfoodfacts.org/product/7622210584724/intense-dark-organic-chocolate-green-black-s","7622210584724"
"Eau Minérale Naturelle","Volvic","auchan","a","","0.0","0.0","0.0","0.0","0.003","0.0","0.0","Carbon compensated product,Carbon Trust,Carbon Trust Carbon Neutral,Certified B Corporation,Triman,B-corporation-certification","France,Auvergne","beverages-and-beverages-preparations, beverages, waters, spring-waters, mineral-waters, natural-mineral-waters, getränke, de:mineralwasser, natürliches-mineralwasser, de:quellwasser, de:wasser","https://world.openfoodfacts.org/product/3057640257773/natural-mineral-water-volvic","3057640257773"
"Filets de maquereau","joly","","a","","180.0","8.5","1.5","0.6","0.5","","30.1","","","Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux,Filets de maquereaux à l'huile","https://world.openfoodfacts.org/product/6111162001218/filets-de-maquereau-joly","6111162001218"
"Excellence Noir Puissant 85% Cacao","Lindt","Magasins U,Carrefour,Auchan,carrefour.fr,E.leclerc,Carrefour Market,Carrefour City","e","","584.0","46.0","27.0","15.0","0.02","0.0","12.5","Agriculture non UE,Fabriqué en Belgique,Fabriqué en France,Sans huile de palme,Triman","","Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs en tablette","https://world.openfoodfacts.org/product/3046920022606/excellence-85-cacao-chocolat-noir-puissant-lindt-lindt","3046920022606"
"Tartine Doux","Primevère","Intermarché,Carrefour,carrefour.fr,Carrefour City,Carrefour Contact,Carrefour Express","c","","495.0","55.0","15.0","0.0","0.4","","0.0","Sustainable, Vegetarian, No preservatives, Sustainable Palm Oil, Vegan, Green Dot, Made in France, Triman, en:100-vegetable","France","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Produits à tartiner, Pâtes à tartiner végétales, Produits à tartiner salés, Matières grasses à tartiner, Matières grasses végétales, Margarines, Margarines allégées","https://world.openfoodfacts.org/product/3155251205296/tartine-doux-primevere","3155251205296"
"611251753912","sos","","c","","73.0","3.3","0.4","2.3","0.83","1.4","1.3","FSC, FSC Mix, en:green-dot","Morocco","en:tomato-sauces","https://world.openfoodfacts.org/product/6111251753912/611251753912-sos","6111251753912"
"Aïn Soltane","سلطان","","a","","0.0","0.0","0.0","0.0","0.0","","0.0","","","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Fruits,Waters,Spring waters,Mineral waters,Unsweetened beverages,Natural mineral waters,Non-carbonated natural mineral waters","https://world.openfoodfacts.org/product/6111248360130/ain-soltane-%D8%B3%D9%84%D8%B7%D8%A7%D9%86","6111248360130"
"","8dh","","a","","180.0","6.4","1.5","0.16","0.5","","30.1","","","Produits de la mer,Poissons et dérivés,Poissons,Poissons gras,Filets de poissons,Maquereaux,Filets de maquereaux","https://world.openfoodfacts.org/product/6111003031107/8dh","6111003031107"
"Fourrés Chocolat Noir","Bjorg","LIDL,Monoprix,Carrefour,Auchan,Intermarché,Carrefour Market,Leclerc","d","","481.0","20.0","6.9","27.0","0.49","5.3","7.6","Organic,EU Organic,Non-EU Agriculture,Certified B Corporation,EU Agriculture,EU/non-EU Agriculture,FR-BIO-01,No palm oil,Pure cocoa butter,AB Agriculture Biologique,fr:Farine de blé français","France,European Union and Non European Union","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Chocolate biscuits,Filled biscuits,Dark chocolate biscuits","https://world.openfoodfacts.org/product/3229820100234/filled-dark-chocolate-bjorg","3229820100234"
"Confiture De Fraises 430 G","El Baraka","","d","","256.0","0.5","0.1","62.0","0.02","0.5","0.5","en:entrepreneurs-engages","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner sucrés,Confitures et marmelades,Confitures,Confitures de fruits rouges,Confitures de fraises","https://world.openfoodfacts.org/product/6111184001074/confiture-de-fraises-430-g-el-baraka","6111184001074"
"Extra dark chocolate 74% cacao","Fin Carré","Lidl","e","","571.0","42.0","26.0","26.0","0.02","12.6","9.9","Vegetarian, Fair trade, Fairtrade International, Vegan, Fairtrade cocoa, Pure cocoa butter, Rainforest Alliance, Commerce-equitable, en:rainforest-alliance-cocoa","Ludwig Weinrich in Germany,Ludwig Weinrich,Fairtrade,Germany","snacks, sweet-snacks, cocoa-and-its-products, chocolates, dark-chocolates, cacao-et-derives, fr:chocolats, fr:chocolats-noirs, fr:chocolats-noirs-extra-fin","https://world.openfoodfacts.org/product/20022464/extra-dark-chocolate-74-cacao-fin-carre","20022464"
"Eau de table","Ciel","Marjane","a","","","0.0","0.0","0.0","0.00625","0.0","0.0","","Maroc","Boissons et préparations de boissons,Boissons,Eaux,Eaux de sources,Eaux de table","https://world.openfoodfacts.org/product/5449000206770/eau-de-table-ciel","5449000206770"
"","Star","","e","","563.0","62.0","7.0","0.0","5.0","","1.2","fr:vmm","","Condiments,Sauces,Mayonnaises,Groceries","https://world.openfoodfacts.org/product/6111184001197/star","6111184001197"
"Pur beurre de cacahuète","Jardin Bio, Léa Nature","Casino,Leader Price,E.Leclerc,carrefour.fr,La Chouette Coop,Intermarché","b","","625.0","50.0","9.7","5.1","0.0","5.5","29.0","Peu ou pas de sel,Bio,Végétarien,Ecocert,Bio européen,Agriculture non UE,Végétalien,1% pour la planète,Union Végétarienne Européenne,Union Végétarienne Européenne Végétalien,FR-BIO-01,Point Vert,NL-BIO-01,Sans sel ajouté,Sans sucre ajouté,Sans huile de palme,Nutriscore,Nutriscore B,The Vegan Society,AB Agriculture Biologique,Triman","Non Union Européenne","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Légumineuses et dérivés,Petit-déjeuners,Produits à tartiner,Fruits à coques et dérivés,Pâtes à tartiner végétales,Produits à tartiner sucrés,Purées d'oléagineux,Beurres de légumineuses,Pâtes à tartiner,Beurres de fruits à coques,Beurres de cacahuètes","https://world.openfoodfacts.org/product/3760020507350/pur-beurre-de-cacahuete-jardin-bio","3760020507350"
"Hawai Tropical","Hawai,Coca cola","Private shops,Private,Marjane","e","","41.0","0.0","0.0","9.5","0.026","4.0","0.0","Halal,Société Française de Contrôle de Viande Halal","","Boissons,Boissons gazeuses,Sodas","https://world.openfoodfacts.org/product/5449000036872/hawai-tropical","5449000036872"
"Lait Entier UHT","Jaouda","Marjane","c","","58.0","3.63","2.4","4.2","0.0","","3.0","Halal","fr:maroc","Produits laitiers,Laits,Laits homogénéisés,Laits UHT,Laits entiers,Lait entier UHT","https://world.openfoodfacts.org/product/6111242100220/lait-entier-uht-jaouda","6111242100220"
"Organic - Lightly Salted - Wholegrain Low Fat - Rice Cakes imp","Kallø","Tesco","b","","400.0","2.86","1.43","0.0","0.0","","8.57","Low or no fat, Low fat, No gluten, Organic, Vegetarian, EU Organic, No preservatives, Non-EU Agriculture, Vegan, Certified B Corporation, No artificial colors, No flavors, en:cz-bio-001","","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Puffed wholegrain rice cakes","https://world.openfoodfacts.org/product/5013665100065/organic-lightly-salted-wholegrain-low-fat-rice-cakes-imp-kall%C3%B8","5013665100065"
"Skyr nature 0%","Yoplait","ALDI","a","","57.0","0.105","0.065","3.6","0.1375","0.0","9.5","French milk, Nutriscore, Nutriscore Grade A, Triman, en:made-in-france","France","Produits laitiers,Produits fermentés,Produits laitiers fermentés,Desserts,Desserts lactés,Desserts lactés fermentés,Fromages blancs - petit suisses et skyr,Desserts lactés fermentés nature,Skyrs,Skyrs nature,Fromages","https://world.openfoodfacts.org/product/3329770077003/skyr-nature-yoplait","3329770077003"
"Mayonnaise","Star","","d","","592.0","65.21","9.8","0.05","1.75","","1.12","","","Condiments,Matières grasses,Sauces,Mayonnaises,en:groceries","https://world.openfoodfacts.org/product/6111184000619/mayonnaise-star","6111184000619"
"Green Tea","green tea","","c","","0.5","0.5","0.5","0.2","0.1","0.2","0.5","","","Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés verts,Thés verts chinois,the vert","https://world.openfoodfacts.org/product/6923818812082/pe20-12-20-24-e-20-12-2-029-green-tea","6923818812082"
"Pain de mie grandes tranches Seigle & Graines 500g","La Boulangère","E.Leclerc,B1","b","","297.0","9.6","1.0","4.2","0.96","7.2","12.0","Commerce équitable,Source de fibres alimentaires,Riche en fibres,Fabriqué en France,Sans huile de palme,Nutriscore A,Agri-Éthique France,Blé français,Triman","France","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Breads,Secale,Sliced breads,Rye,Rye breads","https://world.openfoodfacts.org/product/3760049798609/pain-de-mie-grandes-tranches-seigle-graines-500g-la-boulangere","3760049798609"
"Huile de table lio","","","unknown","","900.0","100.0","14.0","0.0","","0.0","0.0","","","en:Plant-based foods and beverages, en:Plant-based foods, en:Fats, en:Vegetable fats, en:Vegetable oils, en:12-50dh-1litr","https://world.openfoodfacts.org/product/6111099000599/huile-de-table-lio","6111099000599"
"Sourdough Bread - Superb Sprouted Grains n°7","Jason's","Tesco,Ocado","b","","233.0","1.1","0.113","1.463","0.46431","2.026","9.3","","","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,sourdough bread","https://world.openfoodfacts.org/product/5025125000129/sourdough-bread-superb-sprouted-grains-n-7-jason-s","5025125000129"
"Nocciolata bio","Rigoni di Asiago","","e","","544.0","32.0","5.7","51.0","0.12","3.6","8.1","No gluten, Organic, EU Organic, Kosher, Non-EU Agriculture, EU Agriculture, EU/non-EU Agriculture, IT-BIO-007, AB Agriculture Biologique, Triman, en:no-palm-oil","Italie","Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner,Pâtes à tartiner aux noisettes et au cacao","https://world.openfoodfacts.org/product/8052575090254/nocciolata-bio-rigoni-di-asiago","8052575090254"
"FIBRES","Wasa","Dia,Auchan,Magasins U,carrefour.fr,monoprix,Centre Commercial E.Leclerc","a","","333.0","5.0","1.0","2.0","1.2","26.0","13.0","Source de fibres alimentaires,Point Vert,Riche en fibres,Triman,Emballage-recyclable","","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains croustillants,Pains croustillants complets","https://world.openfoodfacts.org/product/7300400481588/fine-rye-crispbread-fibre-wasa","7300400481588"
"Krisprolls complets sans sucres ajoutés","Krisprolls","Carrefour,carrefour.fr,Leclerc","a","","400.0","6.6","0.9","1.1","1.1","8.3","13.0","sustainable, no-preservatives, sustainable-palm-oil, no-added-sugar, no-additives, no-palm-oil, roundtable-on-sustainable-palm-oil, triman, fr:sans-additifs, en:high-fibres","Suède","Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains grillés,Petits pains grillés","https://world.openfoodfacts.org/product/7311070032611/krisprolls-complets-sans-sucres-ajoutes","7311070032611"
"14 Maxi Tranches complet sans sucres ajoutés","Jacquet","Carrefour,Leclerc,carrefour.fr","b","","243.0","3.0","0.3","3.8","1.2","6.6","8.7","Low or no sugar,Vegetarian,Vegan,No added sugar,No additives,No palm oil,Nutriscore,Nutriscore Grade A,fr:Blé français,fr:Farine de blé français,fr:Origine France,Triman,Sachet-recyclable","France,Auvergne","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Breads,Sliced breads,Wholemeal breads,Wholemeal sliced breads","https://world.openfoodfacts.org/product/3029330022428/14-maxi-tranches-complet-sans-sucres-ajoutes-jacquet","3029330022428"
"Henry’s","Henry’s","private shops,groceries,Marjane","e","","440.0","10.8","5.29","24.2","0.882","2.35","7.65","Halal","Maroc","Snacks,Snacks sucrés,Biscuits et gâteaux,Biscuits sucrés & biscuits apéritifs,Biscuits","https://world.openfoodfacts.org/product/3362600011006/henry-s","3362600011006"
